,carID,brand,model,price,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage,car_age
24150,19011,ford,,21750,manual,13778,diesel,200.0,47.9,2.0,59,3,0.0,4
24151,8855,bmw,x6,40980,,4155,diesel,145.0,44.8,,83,3,0.0,1
24152,50410,skoda,octavia,10995,,19487,petrol,30.0,56.5,1.4,73,4,0.0,5
24153,69046,vw,tiguan,26689,semi-auto,21430,petrol,145.0,38.2,2.0,73,2,0.0,2
24154,18182,ford,fiesta,7965,manual,23627,petrol,0.0,65.7,1.0,42,4,0.0,6
24155,34625,hyundai,i10,10890,manual,100,petrol,145.0,,1.0,42,3,0.0,1
24156,42293,mercedes,c class,14850,,90000,diesel,,,2.1,45,2,0.0,5
24157,60501,opel,crossland x,10250,manual,17930,diesel,145.0,78.5,1.6,,2,0.0,3
24158,10115,bmw,z4,27450,semi-auto,7363,petrol,145.0,38.2,2.0,46,1,0.0,1
24159,26311,ford,focus,15600,manual,10900,petrol,,,1.0,80,3,0.0,1
24160,36127,mercedes,c class,21800,automatic,34408,petrol,,,2.0,91,2,0.0,3
24161,59038,opel,astra,5490,manual,60141,petrol,160.0,44.8,0.7,87,3,0.0,6
24162,60248,opel,combo life,13998,manual,10450,,145.0,53.3,1.5,42,2,0.0,1
24163,2858,audi,a5,22990,automatic,16700,petrol,145.0,52.3,1.4,34,2,0.0,2
24164,72963,vw,polo,9490,manual,30450,petrol,20.0,60.1,1.2,40,3,0.0,4
24165,29045,ford,fiesta,7499,manual,30136,petrol,30.0,54.3,1.2,3,3,0.0,5
24166,31637,hyundai,tucson,17350,automatic,16500,petrol,145.0,36.2,1.6,62,2,0.0,2
24167,51568,toyota,corolla,19990,manual,3422,petrol,145.0,39.2,1.2,84,3,0.0,1
24168,64573,opel,corsa,10995,,14200,petrol,150.0,47.9,1.4,46,0,0.0,3
24169,49909,skoda,kodiaq,26000,automatic,7000,diesel,150.0,56.5,2.0,32,2,0.0,1
24170,8089,bmw,2 series,26972,manual,10,petrol,145.0,52.3,1.5,39,1,0.0,1
24171,27372,ford,kuga,4995,manual,91770,diesel,235.0,44.1,2.0,97,4,0.0,11
24172,63286,opel,corsa,8798,manual,17622,petrol,145.0,,1.4,32,3,0.0,9
24173,1308,audi,a5,32990,automatic,5000,diesel,145.0,50.4,2.0,56,4,0.0,1
24174,39417,mercedes,gla class,18749,manual,20646,diesel,145.0,64.2,2.1,73,0,0.0,2
24175,55589,toyota,c hr,17998,automatic,23692,petrol,145.0,44.8,1.2,44,1,0.0,3
24176,65232,opel,insignia,7998,manual,40018,diesel,30.0,62.8,2.0,43,2,0.0,4
24177,5864,audi,q5,26999,semi-auto,18850,diesel,200.0,47.1,2.0,47,4,0.0,4
24178,68534,vw,golf,11490,manual,15293,petrol,145.0,49.6,1.0,45,3,0.0,1
24179,3792,audi,tt,38000,semi-auto,3000,petrol,145.0,34.0,2.0,78,3,0.0,1
24180,32861,hyundai,kona,22020,semi-auto,2135,,150.0,34.0,1.6,33,0,0.0,1
24181,53467,toyota,aygo,9460,manual,6611,petrol,145.0,56.5,1.0,63,4,0.0,1
24182,56537,opel,corsa,8244,manual,17837,petrol,30.0,55.4,1.4,46,3,0.0,3
24183,19382,ford,focus,16998,manual,12526,petrol,145.0,60.1,1.0,52,3,0.0,1
24184,10107,bmw,5 series,14490,automatic,50000,diesel,30.0,62.8,2.0,76,0,0.0,4
24185,72338,vw,sharan,26995,,207,diesel,145.0,43.5,2.0,67,2,0.0,1
24186,47237,skoda,yeti outdoor,13999,manual,16456,petrol,145.0,51.4,1.2,84,3,0.0,3
24187,25984,ford,fiesta,7230,manual,52478,diesel,0.0,88.3,1.5,53,4,0.0,4
24188,40892,mercedes,c class,30799,semi-auto,7031,diesel,145.0,61.4,2.0,96,1,0.0,1
24189,11497,bmw,4 series,22470,semi-auto,1998,diesel,145.0,60.1,2.0,70,0,,2
24190,32351,hyundai,i10,7999,automatic,6790,petrol,160.0,45.6,1.2,48,3,0.0,6
24191,23274,ford,focus,6650,manual,31626,petrol,145.0,47.9,1.6,39,1,0.0,8
24192,66771,vw,tiguan,21995,manual,50,petrol,150.0,40.9,1.5,82,3,0.0,1
24193,9255,bmw,3 series,30950,semi-auto,3724,diesel,145.0,52.3,2.0,48,1,0.0,1
24194,13295,bmw,6 series,33980,semi-auto,10813,diesel,145.0,53.3,3.0,37,1,0.0,1
24195,49894,skoda,yeti outdoor,12495,manual,27542,petrol,125.0,51.4,1.2,82,4,0.0,4
24196,40614,mercedes,gla class,25299,automatic,3130,diesel,145.0,64.2,,69,1,0.0,1
24197,12301,bmw,2 series,18012,semi-auto,13642,diesel,125.0,57.6,2.0,51,2,0.0,5
24198,59698,opel,adam,8291,manual,10608,petrol,145.0,53.3,1.2,63,4,0.0,2
24199,23477,ford,focus,14000,automatic,9137,petrol,,,1.0,48,4,0.0,3
24200,3995,audi,q3,27000,manual,5999,petrol,145.0,40.9,1.5,72,0,0.0,
24201,66892,vw,golf,19850,automatic,16650,,135.0,166.2,1.4,70,1,0.0,3
24202,53156,toyota,yaris,9495,manual,46706,petrol,145.0,58.9,1.5,48,,0.0,3
24203,592,audi,a6,11498,manual,55368,diesel,125.0,57.6,2.0,35,1,0.0,6
24204,46818,skoda,superb,18495,semi-auto,28202,diesel,150.0,61.4,2.0,78,0,0.0,3
24205,47170,skoda,karoq,20990,manual,1500,petrol,145.0,42.2,,98,1,0.0,1
24206,73672,vw,polo,9698,manual,22037,diesel,0.0,83.1,1.4,71,1,0.0,4
24207,28110,ford,fiesta,8698,manual,28333,petrol,0.0,65.7,1.0,31,4,0.0,4
24208,23015,ford,kuga,14350,automatic,35550,petrol,150.0,38.2,1.5,43,1,0.0,3
24209,60090,opel,astra,9999,manual,28403,diesel,0.0,76.3,1.6,63,4,0.0,
24210,73075,vw,golf,18999,automatic,25000,diesel,150.0,57.7,2.0,52,3,0.0,3
24211,31727,hyundai,tucson,13970,manual,12287,petrol,160.0,44.8,1.6,31,3,0.0,3
24212,62108,opel,grandland x,17118,automatic,1185,diesel,145.0,57.7,1.5,51,4,0.0,1
24213,57374,opel,mokka,9248,automatic,33102,petrol,200.0,42.8,1.4,49,1,0.0,5
24214,35994,mercedes,c class,17450,semi-auto,37000,diesel,30.0,64.2,2.1,75,2,0.0,5
24215,65503,vw,polo,10890,manual,17706,petrol,145.0,60.1,1.2,87,0,0.0,3
24216,69764,vw,touareg,45490,semi-auto,3263,diesel,145.0,34.0,3.0,69,1,0.0,1
24217,42445,mercedes,c class,24991,automatic,6001,petrol,,,2.0,84,4,0.0,2
24218,42894,mercedes,sl class,20490,semi-auto,6271,diesel,145.0,70.6,2.1,84,0,0.0,3
24219,69951,vw,polo,15836,manual,5333,petrol,145.0,51.4,1.0,68,3,0.0,1
24220,24429,ford,fiesta,8300,manual,38043,petrol,0.0,65.7,1.0,35,4,0.0,4
24221,29399,ford,focus,6500,manual,57029,petrol,,,1.0,71,0,0.0,7
24222,59505,opel,crossland x,12799,manual,3250,petrol,145.0,44.8,1.2,60,3,0.0,1
24223,43717,mercedes,a class,13400,semi-auto,52342,diesel,20.0,70.6,2.1,46,2,0.0,3
24224,19478,ford,focus,17170,manual,5641,petrol,145.0,60.1,1.0,75,1,0.0,1
24225,758,audi,q7,37999,automatic,36461,diesel,0.0,156.9,3.0,77,3,0.0,4
24226,3444,audi,a5,29630,semi-auto,3633,,145.0,37.7,2.0,86,0,0.0,1
24227,50587,skoda,fabia,9995,manual,100,petrol,145.0,57.7,1.0,65,2,0.0,1
24228,18466,ford,focus,12295,manual,,petrol,,,1.5,74,1,0.0,3
24229,68598,vw,golf,11000,automatic,,diesel,20.0,70.6,1.6,53,0,0.0,5
24230,46237,mercedes,b class,15999,automatic,16028,diesel,145.0,68.9,1.5,70,0,0.0,2
24231,20784,ford,focus,20999,manual,3805,petrol,145.0,46.3,1.5,86,4,0.0,1
24232,44603,mercedes,glc class,29400,semi-auto,25686,diesel,145.0,56.5,2.1,47,3,0.0,3
24233,30998,ford,ecosport,7995,manual,31146,diesel,30.0,64.2,1.5,69,0,0.0,4
24234,64705,opel,corsa,10995,manual,3119,petrol,145.0,43.5,1.4,67,2,0.0,1
24235,54305,toyota,gt86,15000,manual,28321,petrol,265.0,36.2,2.0,96,3,0.0,4
24236,51696,toyota,c hr,16795,manual,17530,petrol,145.0,47.1,,43,4,0.0,3
24237,7414,audi,a3,23000,semi-auto,2000,petrol,145.0,40.9,,94,0,0.0,1
24238,39982,mercedes,c class,38999,semi-auto,3220,petrol,,,3.0,55,4,0.0,1
24239,36774,mercedes,c class,19995,semi-auto,43000,diesel,,61.4,2.1,62,0,0.0,3
24240,26869,ford,fiesta,11798,manual,13783,petrol,145.0,58.9,1.0,68,4,0.0,1
24241,64263,opel,adam,5799,manual,,petrol,125.0,51.4,1.4,52,0,0.0,6
24242,25830,ford,focus,15590,manual,11110,petrol,145.0,60.1,1.0,89,4,0.0,1
24243,73714,vw,golf,17799,manual,566,diesel,145.0,57.7,1.6,72,4,0.0,1
24244,2408,audi,a5,21490,automatic,11998,diesel,160.0,51.4,2.0,59,0,0.0,4
24245,5836,audi,a5,26950,semi-auto,2029,diesel,150.0,51.4,2.0,44,0,0.0,1
24246,40367,mercedes,gla class,26990,semi-auto,1499,petrol,145.0,35.8,1.6,92,1,0.0,0
24247,56137,opel,corsa,8500,manual,27944,petrol,290.4867850792564,55.4,1.4,32,3,0.0,3
24248,54092,toyota,avensis,10191,manual,,diesel,20.0,67.3,1.6,30,1,0.0,4
24249,33020,hyundai,tucson,14966,manual,24963,diesel,150.0,61.4,1.7,78,1,0.0,3
24250,31715,hyundai,i10,5644,manual,40248,petrol,20.0,60.1,1.0,57,0,0.0,6
24251,23240,ford,fiesta,9990,manual,26610,petrol,145.0,58.9,1.0,47,4,0.0,2
24252,66310,vw,golf,15995,manual,21733,diesel,20.0,67.3,2.0,67,1,0.0,3
24253,4873,audi,q5,35498,semi-auto,21,petrol,145.0,32.1,2.0,85,0,0.0,1
24254,30807,ford,kuga,15999,automatic,11560,petrol,145.0,38.2,1.5,89,0,0.0,3
24255,12981,bmw,5 series,25450,automatic,23000,diesel,150.0,65.7,,43,3,0.0,1
24256,71450,vw,polo,11990,semi-auto,21271,,20.0,60.1,1.2,90,3,0.0,3
24257,18872,ford,kuga,10599,manual,39329,petrol,165.0,45.6,1.5,42,0,0.0,5
24258,52538,toyota,yaris,14695,automatic,8802,hybrid,0.0,86.0,1.5,95,2,0.0,3
24259,17863,ford,kuga,9499,manual,69357,diesel,125.0,60.1,2.0,71,0,0.0,5
24260,16510,ford,fiesta,8000,manual,29787,petrol,0.0,65.7,1.0,,2,0.0,5
24261,73210,vw,polo,14499,manual,5000,petrol,145.0,47.9,1.0,71,2,0.0,0
24262,883,audi,q2,24444,manual,4000,petrol,145.0,43.5,,60,4,0.0,1
24263,5627,audi,q3,12249,manual,54775,diesel,30.0,61.4,2.0,84,2,0.0,10
24264,34672,hyundai,i10,7290,manual,5082,petrol,145.0,60.1,1.0,37,3,0.0,3
24265,40841,mercedes,c class,26199,semi-auto,9690,petrol,,,1.5,63,,0.0,1
24266,12948,bmw,2 series,19980,semi-auto,28000,petrol,145.0,47.9,2.0,62,0,0.0,2
24267,40528,mercedes,c class,26176,semi-auto,14232,petrol,,,1.5,84,0,0.0,1
24268,25965,ford,fiesta,8500,manual,25100,petrol,0.0,65.7,1.0,45,,0.0,4
24269,65194,opel,corsa,9990,manual,,petrol,145.0,43.5,1.4,42,0,0.0,1
24270,14212,bmw,5 series,32102,semi-auto,11878,diesel,145.0,60.1,,76,4,0.0,1
24271,67142,vw,golf,15290,manual,41588,diesel,20.0,67.3,2.0,46,3,0.0,4
24272,47589,skoda,kodiaq,29136,automatic,7691,diesel,145.0,37.2,2.0,90,4,0.0,1
24273,57139,opel,astra,15990,manual,100,petrol,145.0,54.3,1.2,74,2,0.0,0
24274,60398,opel,corsa,9890,manual,8500,petrol,145.0,43.5,1.4,67,4,0.0,1
24275,5052,audi,a5,26896,semi-auto,8445,petrol,145.0,39.8,2.0,50,2,0.0,1
24276,42334,mercedes,e class,43999,semi-auto,9687,petrol,145.0,32.5,3.0,82,3,0.0,1
24277,14395,bmw,1 series,18998,manual,17888,petrol,260.0,36.2,,79,4,0.0,3
24278,69817,vw,golf,26990,semi-auto,4600,petrol,145.0,37.7,3.0,99,4,0.0,1
24279,23217,ford,kuga,10582,manual,38547,diesel,145.0,53.3,2.0,98,2,0.0,6
24280,42670,mercedes,s class,56499,automatic,582,hybrid,135.0,122.9,3.0,57,4,0.0,1
24281,1163,audi,a5,27895,semi-auto,28241,petrol,145.0,38.2,3.0,75,3,0.0,3
24282,50097,skoda,yeti,10499,automatic,48682,petrol,125.0,51.4,1.2,73,1,0.0,4
24283,59999,opel,astra,8998,manual,39024,petrol,125.0,51.4,1.4,67,2,0.0,4
24284,12758,bmw,3 series,30850,semi-auto,5656,diesel,150.0,48.7,2.0,61,3,0.0,0
24285,63160,opel,astra,10599,manual,17804,petrol,145.0,62.8,1.0,33,2,0.0,2
24286,64678,opel,corsa,9995,manual,83689,petrol,145.0,43.5,1.4,88,0,0.0,1
24287,72162,vw,golf,13995,semi-auto,17500,petrol,150.0,55.4,1.4,99,0,0.0,3
24288,55408,toyota,rav4,19599,automatic,45950,hybrid,20.0,55.4,2.5,73,3,0.0,4
24289,44795,mercedes,b class,20998,semi-auto,10713,petrol,145.0,45.6,1.3,79,2,0.0,1
24290,53258,toyota,yaris,12675,automatic,26264,hybrid,0.0,78.0,1.5,99,0,0.0,3
24291,53225,toyota,c hr,19998,automatic,16752,hybrid,140.0,74.3,1.8,88,2,0.0,3
24292,25027,ford,focus,11750,manual,12200,petrol,20.0,60.1,1.0,65,2,0.0,
24293,74557,vw,t roc,20489,manual,23385,diesel,145.0,56.5,2.0,75,3,0.0,2
24294,4377,audi,a4,30000,automatic,9900,diesel,145.0,49.6,2.0,89,1,0.0,1
24295,72316,vw,touareg,17290,automatic,61290,diesel,300.0,39.2,3.0,75,4,0.0,6
24296,74479,vw,touran,18698,manual,8700,petrol,145.0,49.6,1.4,65,0,0.0,4
24297,56190,opel,viva,6980,manual,9608,petrol,20.0,62.8,1.0,62,6,0.0,4
24298,46797,skoda,kodiaq,24695,semi-auto,21343,diesel,145.0,92.8,2.0,43,2,0.0,
24299,57670,opel,corsa,7799,manual,27234,petrol,30.0,55.4,1.4,85,0,0.0,5
24300,34367,hyundai,i10,7500,manual,16733,petrol,30.0,57.7,1.2,64,4,0.0,3
24301,65376,vw,golf sv,17695,manual,9848,petrol,145.0,55.4,1.5,50,3,0.0,2
24302,32951,hyundai,i10,6000,manual,43233,petrol,145.0,57.7,1.2,90,,0.0,3
24303,58145,opel,corsa,10469,manual,4254,petrol,145.0,43.5,1.4,52,3,0.0,1
24304,73589,vw,up!,6495,manual,26000,petrol,20.0,60.1,1.0,47,0,0.0,6
24305,19771,ford,focus,13497,manual,17804,petrol,145.0,57.7,1.0,34,1,0.0,
24306,42067,mercedes,c class,13990,automatic,71000,diesel,30.0,61.4,2.1,77,3,0.0,5
24307,28580,ford,ka+,7500,manual,40150,petrol,145.0,57.7,1.2,83,1,0.0,3
24308,56591,opel,grandland x,15590,manual,18853,petrol,150.0,44.1,1.2,42,1,0.0,1
24309,28678,ford,kuga,18300,manual,11963,diesel,145.0,54.3,1.5,86,0,0.0,1
24310,62138,opel,corsa,5890,manual,32563,petrol,125.0,53.3,1.2,50,4,0.0,4
24311,72118,vw,polo,15995,automatic,2000,,150.0,45.6,1.0,98,1,0.0,1
24312,2087,audi,q3,16998,,27692,petrol,145.0,49.6,1.4,97,4,0.0,4
24313,33269,hyundai,i30,10299,,30335,diesel,145.0,68.9,1.6,30,3,0.0,3
24314,14471,bmw,3 series,24790,semi-auto,12,petrol,145.0,48.7,2.0,33,6,0.0,2
24315,56736,opel,grandland x,14499,manual,9561,diesel,145.0,70.6,1.6,95,3,0.0,2
24316,13154,bmw,4 series,30995,automatic,1500,petrol,145.0,48.7,2.0,69,1,0.0,1
24317,55586,toyota,auris,11975,automatic,33738,hybrid,0.0,72.4,1.8,97,3,0.0,7
24318,42914,mercedes,c class,26980,semi-auto,6584,petrol,,,1.5,30,0,0.0,1
24319,15999,ford,focus,8300,manual,18381,petrol,,,1.0,87,4,0.0,5
24320,3421,audi,q2,23990,manual,3000,diesel,145.0,49.6,,98,3,0.0,1
24321,53012,toyota,gt86,18995,manual,12340,petrol,145.0,36.2,2.0,97,4,0.0,3
24322,61711,opel,zafira,10298,manual,14603,petrol,200.0,42.2,1.4,68,2,0.0,4
24323,60129,opel,corsa,5900,manual,35000,petrol,30.0,55.4,1.4,49,4,0.0,4
24324,40299,mercedes,a class,25879,semi-auto,1000,petrol,145.0,53.3,1.3,59,1,0.0,0
24325,71796,vw,golf,27490,semi-auto,,petrol,145.0,32.8,2.0,71,3,0.0,1
24326,59059,opel,mokka,7799,manual,55779,diesel,30.0,65.7,1.6,57,2,0.0,4
24327,46536,mercedes,c class,23990,automatic,44000,petrol,,,6.2,88,2,0.0,7
24328,53773,toyota,aygo,9780,manual,1585,petrol,145.0,57.7,1.0,62,0,0.0,1
24329,40687,mercedes,c class,20299,semi-auto,14973,,145.0,61.4,2.0,88,0,0.0,1
24330,11383,bmw,3 series,14990,manual,33201,petrol,150.0,48.7,2.0,92,3,0.0,4
24331,51484,toyota,aygo,8000,manual,7078,petrol,150.0,68.9,1.0,66,4,0.0,3
24332,16452,ford,focus,12091,manual,25250,diesel,0.0,74.3,1.5,40,1,0.0,3
24333,51405,toyota,yaris,9495,manual,19800,petrol,30.0,55.0,1.3,72,0,0.0,3
24334,73259,vw,t cross,16995,manual,3305,diesel,145.0,53.3,1.6,48,3,0.0,1
24335,6653,audi,a6,19999,semi-auto,15016,diesel,30.0,61.4,2.0,83,2,0.0,4
24336,24778,ford,kuga,14545,manual,32813,diesel,125.0,60.1,2.0,53,,0.0,3
24337,39777,mercedes,c class,23572,automatic,18495,diesel,,,2.1,46,2,0.0,
24338,7080,audi,q5,33490,automatic,5000,diesel,145.0,38.2,2.0,54,1,0.0,1
24339,36906,mercedes,glc class,24999,semi-auto,17706,diesel,125.0,56.5,2.1,81,3,0.0,
24340,16109,ford,kuga,18328,manual,11581,petrol,145.0,39.2,1.5,60,1,0.0,2
24341,46164,mercedes,c class,30395,automatic,2500,diesel,145.0,64.2,2.0,48,2,0.0,0
24342,10201,bmw,x3,13000,automatic,63023,diesel,165.0,50.4,2.0,40,3,0.0,7
24343,71037,vw,tiguan,17500,automatic,20723,diesel,165.0,49.6,2.0,39,3,0.0,4
24344,52768,toyota,auris,7000,manual,,petrol,30.0,58.9,1.2,40,0,0.0,5
24345,3541,audi,q3,20300,automatic,42908,diesel,145.0,51.4,2.0,75,1,0.0,3
24346,43768,mercedes,c class,27699,semi-auto,1714,petrol,,,1.5,45,3,0.0,1
24347,14555,bmw,1 series,19689,manual,1581,diesel,145.0,70.6,1.5,48,3,0.0,1
24348,67004,vw,polo,17990,semi-auto,6308,petrol,145.0,46.3,1.0,50,3,0.0,1
24349,16195,ford,fiesta,14290,automatic,1000,petrol,150.0,48.7,1.0,43,4,0.0,1
24350,34509,hyundai,santa fe,17650,automatic,26294,diesel,235.0,42.8,2.2,38,0,0.0,
24351,15242,ford,fiesta,10980,manual,18982,petrol,150.0,27.7,1.0,59,4,0.0,3
24352,61067,opel,astra,10990,manual,12060,petrol,145.0,52.3,1.4,81,3,0.0,2
24353,17086,ford,focus,7050,manual,70672,diesel,0.0,74.3,1.5,34,1,0.0,5
24354,48914,skoda,octavia,8490,automatic,68000,diesel,20.0,72.4,1.6,68,3,0.0,6
24355,21913,ford,focus,9989,manual,16299,diesel,,,1.5,84,1,0.0,
24356,61252,opel,corsa,7698,manual,23979,petrol,30.0,55.4,1.4,83,4,0.0,4
24357,68114,vw,golf,21999,manual,2000,petrol,150.0,49.6,1.5,62,1,0.0,0
24358,6809,audi,q3,11691,manual,76553,diesel,160.0,49.6,2.0,73,0,0.0,7
24359,22297,ford,fiesta,11450,manual,12968,petrol,145.0,56.5,1.0,75,0,0.0,2
24360,50825,skoda,fabia,11795,manual,6000,petrol,145.0,61.4,1.0,96,1,0.0,1
24361,28456,ford,focus,11298,manual,2666,petrol,20.0,61.4,1.0,51,1,0.0,3
24362,39959,mercedes,c class,20990,semi-auto,20972,diesel,30.0,64.2,2.1,92,4,0.0,4
24363,28872,ford,fiesta,9498,manual,13636,petrol,0.0,65.7,1.0,47,4,0.0,3
24364,38266,mercedes,c class,17230,semi-auto,33538,petrol,145.0,41.5,2.0,49,1,0.0,3
24365,75246,vw,golf,21891,automatic,,,145.0,,1.5,65,3,0.0,1
24366,748,audi,a3,22490,semi-auto,27151,petrol,200.0,39.2,2.0,55,0,0.0,5
24367,33382,hyundai,kona,13295,manual,16700,petrol,145.0,44.1,1.0,72,0,0.0,2
24368,40527,mercedes,e class,22549,semi-auto,11900,diesel,145.0,65.7,2.0,38,3,0.0,3
24369,26150,ford,focus,13439,manual,5889,petrol,,,1.0,60,4,0.0,2
24370,44983,mercedes,cl class,30980,semi-auto,21831,petrol,145.0,40.9,2.0,87,3,0.0,3
24371,49905,skoda,fabia,13295,automatic,14012,petrol,145.0,60.1,1.0,40,3,0.0,1
24372,14996,bmw,5 series,12990,manual,54820,diesel,125.0,60.1,2.0,126,2,0.0,4
24373,11083,bmw,3 series,25950,semi-auto,3977,petrol,145.0,43.5,2.0,88,4,0.0,1
24374,28673,ford,focus,16998,manual,18274,,,27.7,1.0,45,0,0.0,1
24375,32159,hyundai,i10,6230,manual,32360,petrol,145.0,57.7,1.2,73,1,0.0,3
24376,43704,mercedes,c class,42900,semi-auto,10204,petrol,,,3.0,49,2,0.0,1
24377,51093,skoda,octavia,17990,automatic,7126,diesel,145.0,,2.0,52,3,0.0,1
24378,31004,ford,focus,10899,manual,14929,diesel,,,1.5,60,2,0.0,5
24379,73888,vw,golf,24990,semi-auto,12606,diesel,145.0,49.6,2.0,58,0,0.0,1
24380,4961,audi,q2,22750,automatic,33297,diesel,145.0,58.9,2.0,48,3,0.0,3
24381,72923,vw,golf sv,9495,,38046,petrol,30.0,55.4,1.4,66,0,0.0,6
24382,56926,opel,vivaro,14499,manual,64000,diesel,235.0,42.8,1.6,96,1,0.0,5
24383,55418,toyota,yaris,11290,manual,15699,petrol,145.0,47.1,1.5,64,1,0.0,2
24384,42593,mercedes,c class,20980,semi-auto,13253,diesel,,,2.0,96,1,0.0,1
24385,45080,mercedes,c class,18480,semi-auto,33105,diesel,145.0,64.2,2.1,63,3,0.0,3
24386,46297,mercedes,a class,15799,semi-auto,24053,diesel,20.0,74.3,,31,4,0.0,4
24387,4488,audi,a7,28990,semi-auto,21100,petrol,325.0,29.7,4.0,59,3,0.0,5
24388,51329,toyota,aygo,10490,manual,4679,petrol,150.0,57.7,1.0,91,1,0.0,1
24389,3245,audi,a1,12000,manual,29264,diesel,150.0,76.3,1.6,78,3,0.0,3
24390,62966,opel,viva,8499,manual,15000,petrol,145.0,46.3,1.0,72,3,0.0,1
24391,38489,mercedes,c class,44987,automatic,,,145.0,30.4,3.0,57,2,0.0,1
24392,44000,mercedes,sl class,29755,semi-auto,8009,petrol,145.0,9.4,2.0,99,4,0.0,1
24393,64183,opel,grandland x,18290,automatic,9007,diesel,145.0,57.7,1.5,48,1,0.0,1
24394,29970,ford,focus,17990,manual,7519,petrol,,,2.0,66,4,0.0,2
24395,55855,opel,crossland x,19995,automatic,10,petrol,145.0,44.1,1.2,99,4,0.0,1
24396,16698,ford,galaxy,28000,semi-auto,14872,diesel,145.0,46.3,2.0,,0,0.0,1
24397,5980,audi,q3,15890,automatic,33737,diesel,160.0,50.4,2.0,54,3,0.0,5
24398,59318,opel,mokka x,14490,manual,5717,petrol,145.0,39.2,1.4,30,2,0.0,1
24399,7070,audi,q2,24444,manual,4265,petrol,145.0,43.5,1.5,86,2,0.0,0
24400,34138,hyundai,i30,23500,manual,21,petrol,150.0,34.0,2.0,35,4,0.0,1
24401,1482,audi,q2,30500,automatic,,petrol,145.0,33.2,2.0,70,4,0.0,1
24402,879,audi,a1,10260,manual,28003,petrol,30.0,57.6,1.4,33,3,0.0,5
24403,68824,vw,polo,6995,manual,,petrol,20.0,60.1,1.2,,2,0.0,5
24404,64158,opel,corsa,8745,manual,5694,petrol,145.0,55.4,1.4,69,2,0.0,3
24405,54321,toyota,aygo,6112,manual,23663,petrol,0.0,69.0,1.0,81,4,0.0,5
24406,16675,ford,fiesta,7999,manual,18435,petrol,125.0,54.3,1.2,86,2,0.0,4
24407,5701,audi,a3,18990,semi-auto,24751,petrol,125.0,49.6,2.0,58,1,0.0,3
24408,32056,hyundai,ioniq,15795,automatic,32360,hybrid,135.0,78.5,1.6,,1,0.0,2
24409,21121,ford,edge,22450,semi-auto,29000,diesel,150.0,47.9,2.0,83,2,0.0,3
24410,51086,skoda,kodiaq,17950,automatic,33015,petrol,145.0,44.8,1.4,39,0,0.0,3
24411,15286,ford,kuga,21845,automatic,6322,petrol,145.0,29.1,1.5,52,1,0.0,1
24412,41344,mercedes,s class,24491,automatic,18273,diesel,200.0,48.7,3.0,55,4,0.0,
24413,59598,opel,crossland x,13640,manual,4605,petrol,145.0,47.1,1.2,39,3,0.0,1
24414,37836,mercedes,c class,19980,semi-auto,3891,petrol,,,3.7,75,1,0.0,2
24415,64009,opel,corsa,6887,manual,21000,petrol,30.0,55.4,1.4,51,0,0.0,5
24416,70585,vw,polo,7790,manual,27704,petrol,20.0,60.1,1.0,96,3,0.0,
24417,75555,vw,up!,11099,manual,500,petrol,145.0,51.4,1.0,98,1,0.0,0
24418,74756,vw,golf sv,16195,manual,1966,diesel,145.0,55.4,1.6,42,1,0.0,1
24419,59206,opel,zafira,4995,manual,51749,diesel,145.0,55.4,1.7,39,0,0.0,8
24420,61686,opel,corsa,10199,manual,11259,petrol,145.0,43.5,1.4,44,3,0.0,1
24421,631,audi,tt,14640,,39255,petrol,145.0,47.9,2.0,96,4,0.0,5
24422,75553,vw,golf,19298,manual,21777,petrol,200.0,39.8,2.0,57,4,0.0,4
24423,23543,ford,kuga,14698,automatic,3379,petrol,299.473503908807,38.2,1.5,32,0,0.0,3
24424,42072,mercedes,e class,18990,automatic,33599,diesel,160.0,52.3,,70,2,0.0,4
24425,54898,toyota,aygo,10700,manual,4300,petrol,145.0,56.5,1.0,30,2,0.0,1
24426,69236,vw,golf,17498,manual,5488,petrol,145.0,47.1,1.5,87,0,0.0,1
24427,32706,hyundai,i20,6995,manual,41607,petrol,30.0,58.9,1.2,,4,0.0,4
24428,40900,mercedes,a class,14089,manual,18977,petrol,145.0,52.3,1.6,73,4,0.0,3
24429,61341,opel,corsa,7995,manual,12529,petrol,30.0,55.4,1.4,69,4,0.0,3
24430,53443,toyota,aygo,8132,manual,18717,petrol,145.0,68.9,1.0,60,0,0.0,3
24431,8471,bmw,1 series,14275,automatic,9078,diesel,145.0,,1.5,78,0,0.0,
24432,59525,opel,corsa,6250,manual,35449,petrol,125.0,54.3,1.4,91,2,0.0,5
24433,66535,vw,polo,7995,automatic,40722,petrol,150.0,47.9,1.4,39,0,0.0,6
24434,60001,opel,astra,11491,manual,26853,petrol,145.0,51.4,1.4,38,,0.0,2
24435,37264,mercedes,a class,12149,,36001,diesel,0.0,80.7,1.5,69,4,0.0,
24436,22876,ford,b max,7349,automatic,9595,petrol,160.0,44.1,1.6,65,1,0.0,7
24437,67246,vw,golf,17199,automatic,56354,petrol,200.0,39.8,2.0,93,1,0.0,5
24438,29090,ford,fiesta,12300,manual,16327,petrol,145.0,60.1,1.0,71,6,0.0,1
